,content
1613,et plusieurs de ses collègues  TENDANT A LA PROTECTION DES FEMMES VICTIMES DE VIOLENCE OU DE SEVICES DE LA PART DE LEUR CONJOINT
1614,tendant a la protection  des femmes victimes de violences
1615,relative a la protection des forets et aux agences de massif
1616,"tendant a proteger les libertes d'opinion philosophique, religieuse, politique ou syndicale contre toute collecte d'informations nominatives informatisees"
1617,tendant a ameliorer la protection des occupants de bonne foi contre les actes de deterioration des logements
1618,ant mise en oeuvre de la directive no 91/250/CEE du Conseil des Communautes europeennes en date du 14 mai 1991 concernant la protection juridique des programmes d'ordinateurs et modifiant le code de la propriete intellectuelle
1619,relative a la protection des mineurs face aux services telephoniques et telematiques a caractere erotique ou pornographique
1620,relative a la protection des mineurs au sein des reseaux de telecommunications
1621,tendant a proteger les monuments d'interet local
1622,
1623,tendant a ameliorer la protection du cadre de vie
1624,tendant a ameliorer la protection du domicile
1625,rotection et la mise en valeur des paysages et modifiant certaines dispositions legislatives en matiere d'enquetes publiques
1626, COMPLETANT LA LOI NO 80-572 DU 25 JUILLET 1980 SUR LA PROTECTION ET LE CONTROLE DES MATIERES NUCLEAIRES ET COMPLETANT LE CODE DE PROCEDURE PENALE
1627,relative a la protection penale des personnes agees
1628,RELATIVE A LA PROTECTION SOCIALE
1629,
1630,relative a la protection sociale des assures reprenant le travail a l'issue d'un conge parental
1631,tendant a etendre aux medecins hospitaliers a temps partiel le recul de la limite d'age pour la retraite
1632,tendant a conferer la qualite d'assure social aux appeles du contingent et volontaires du service national
1633,tendant a etendre la protection sociale accordee aux epouses des ostreiculteurs et des mytiliculteurs inscrits maritimes relevant de la caisse de retraite des marins
1634,"TENDANT A COMPLETER L'ARTICLE 161-15 DU CODE DE LA SECURITE SOCIALE, RELATIVE A LA PROTECTION SOCIALE DES FEMMES VEUVES OU DIVORCEES"
1635,tendant a ameliorer la protection sociale des sapeurs-pompiers non professionnels
1636,tendant a ameliorer la protection sociale des veuves de salaries
1637,et plusieurs de ses collègues  relative au regime local de protection sociale d'Alsace-Moselle
1638,tendant a proteger les sous-traitants intervenant dans le cadre de contrats conclus par les constructeurs de maisons individuelles
1639,nt l'approbation d'un protocole additionnel a la Charte sociale europeenne
1640,
1641,"autorisant l'approbation du protocole complementaire a l'accord de cooperation culturelle, educative, scientifique et technique conclu entre le gouvernement de la Republique francaise et le gouvernement militaire federal du Nigeria le 16 mai 1984 relatif au statut des personnels de cooperation : professeurs, enseignants, techniciens et experts mis a disposition de l'autre partie"
1642,"torisant la ratification d'un protocole d'adhesion du Royaume d'Espagne et de la Republique portugaise au traite de collaboration en matiere economique, sociale et culturelle et de legitime defense collective, signe a Bruxelles le 17 mars 1948, amende par le protocole modifiant et completant le traite de Bruxelles, signe a Paris le 23 octobre 1954, ensemble une annexe"
1643,"risant l'approbation du protocole entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique arabe d'Egypte relatif  au regime de protection sociale des etudiants, signe a Paris le 13 avril 1990"
1644,"UTORISANT LA RATIFICATION D'UN PROTOCOLE POUR LA REPRESSION DES ACTES ILLICITES DE VIOLENCE DANS LES AEROPORTS SERVANT A L'AVIATION CIVILE INTERNATIONALE, COMPLEMENTAIRE A LA CONVENTION POUR LA REPRESSION D'ACTES ILLICITES DIRIGES CONTRE LA SECURITE DE L'AVIATION CIVILE FAITE A MONTREAL LE 23 SEPTEMBRE 1971"
1645," autorisant la ratification du protocole portant modification de la convention du 29 juillet 1960 sur la responsabilite civile dans le domaine de l'energie nucleaire, amendee par le protocole additionnel du 28 janvier 1964 et du protocole portant modification de la convention du 31 janvier 1963 complementaire a la convention de Paris du 29 juillet 1960 sur la responsabilite civile dans le domaine de l'energie nucleaire, amendee par le protocole additionnel du 28 janvier 1964"
1646,autorisant l'approbation du protocole pour la repression d'actes illicites contre la securite des plates-formes fixes situees sur le plateau continental
1647,AUTORISANT LA RATIFICATION DE DEUX PROTOCOLES AU TRAITE ENTRE LA REPUBLIQUE FRANCAISE ET LA REPUBLIQUE FEDERALE D'ALLEMAGNE SUR LA COOPERATION FRANCO-ALLEMANDE EN DATE DU 22 JANVIER 1963
1648,relative a la publication des documents administratifs
1649,
1650,tendant a rendre obligatoire la publication legale du non-lieu a la demande de l'interesse
1651,et plusieurs de ses collègues  RELATIVE AUX PUBLICATIONS PERIODIQUES DES COLLECTIVITES TERRITORIALES
1652,tendant a abroger l'alinea 2 de l'article L 52-1 du code electoral relatif aux actions de promotion publicitaire des collectivites locales pendant les periodes preelectorales
1653,tendant a organiser la publicite des avis donnes par le Conseil d'Etat sur les projets de loi
1654,tendant a completer l'article L. 52-1 du code electoral afin d'etendre au Gouvernement l'interdiction des campagnes de promotion publicitaire des realisations ou de la gestion d'une collectivite
1655,
1656,"tendant a permettre aux pupilles de la Nation d'etre ressortissants de l'Office national des anciens combattants, sans condition d'age"
1657,relative a la modification de la loi du 27 juillet 1917 pour les orphelins de guerre et les pupilles de la Nation
1658,TENDANT A ELARGIR AUX PERSONNES SUR LESQUELLES LE CHEF D'EXPLOITATION OU SON CONJOINT EXERCE OU A EXERCE LA TUTELLE LA QUALITE D'AIDE FAMILIAL POUR L'APPLICATION DU LIVRE VII DU CODE RURAL
1659,TENDANT A DONNER VOCATION A LA QUALITE DE COMBATTANT AUX MILITAIRES AYANT PRIS PART A DES OPERATIONS DE GUERRE OU DE MAINTIEN DE L'ORDRE MENEES PAR LA FRANCE SUR LES THEATRES D'OPERATIONS EXTERIEURES
1660,
1661,TENDANT A COMPLETER LA LOI NO 74-1044 DU 9 DECEMBRE 1974 DONNANT VOCATION A LA QUALITE DE COMBATTANT AUX PERSONNES AYANT PARTICIPE AUX OPERATIONS EFFECTUEES EN AFRIQUE DU NORD ENTRE LE 1ER JANVIER 1952 ET LE 2 JUILLET 1962
1662,organisant la definition d'un quota annuel d'immigration en France
1663,"TENDANT A INCLURE DANS LE QUOTA OBLIGATOIRE D'EMPLOI DE TRAVAILLEURS HANDICAPES, LES SALARIES DONT LE POSTE DE TRAVAIL A FAIT L'OBJET D'UNE ADAPTATION"
1664,tendant a organiser la definition de quotas d'immigration en France
1665,i  relatif a l'augmentation de la quote-part de la France au Fonds monetaire international et a l'approbation par la France du troisieme amendement aux statuts du Fonds monetaire international
1666,relative au calcul du quotient familial applicable a l'impot sur le revenu des personnes physiques
1667,
1668,n de résolution de M. Jean-Claude LEFORT  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur les conditions du rachat d'UTA par AIR FRANCE
1669,"i de M. Jean-Claude GAYSSOT  et plusieurs de ses collègues  TENDANT A REPRIMER TOUT ACTE RACISTE, ANTISEMITE OU XENOPHOBE"
1670,tendant a reprimer les accusations de racisme diffamatoires ou injurieuses
1671,TENDANT A AMELIORER L'IMAGE DE NOS VILLES A L'ETRANGER AINSI QUE LEUR PROPRETE
1672,relative aux droits des Francais rapatries d'origine Nord-Africaine et de leurs familles
1673,tant ratification des ordonnances prises en application de la loi no 91-1380 du 28 decembre 1991 d'habilitation relative a l'adaptation de la legislation applicable dans la collectivite territoriale de Mayotte
1674,portant ratification des ordonnances prises en application de la loi no 92-11 du 4 janvier 1992 d'habilitation relative a l'adaptation de la legislation applicable dans les territoires d'outre-mer
1675,"risant la ratification de la quatrieme convention ACP/CEE (et documents connexes), signee a Lome le 15 decembre 1989 ; l'approbation de l'accord interne de 1990 relatif au financement et a la gestion des aides de la Communaute, fait a Bruxelles le 17 juillet 1990 ; l'approbation de l'accord interne relatif aux mesures a prendre et aux procedures a suivre pour l'application de la quatrieme convention ACP/CEE"""
1676,  portant ratification des ordonnances prises en application de la loi no 89-923 du 23 decembre 1989 d'habilitation relative a l'adaptation de la legislation applicable dans la collectivite territoriale de Mayotte
1677,
1678,relative a la ratification des traites
1679, autorisant la ratification du Traite d'entente et d'amitie entre la Republique francaise et la Republique de Hongrie
1680,loi  autorisant la ratification du Traite d'entente amicale et de cooperation entre la Republique francaise et la Roumanie
1681,torisant la ratification du Traite d'entente et d'amitie entre la Republique francaise et la Republique federative tcheque et slovaque
1682,"tendant a modifier l'article L 146-4 du Code de l'Urbanisme, pour permettre la realisation de stations d'epuration"
1683,relative au reboisement des espaces boises detruits par l'incendie ou par l'intensite anormale d'un agent naturel et a la compensation par l'Etat des pertes de recettes qui resultent pour les communes de cette destruction
1684,
1685,relative a la recherche des heritiers
1686,oposition de loi de M. Louis SOUVET  et plusieurs de ses collègues  relative a la recherche des personnes disparues
1687,
1688,TENDANT A RECONNAITRE LE GENOCIDE DONT LE PEUPLE ARMENIEN FUT VICTIME EN 1915
1689,e MICHAUX-CHEVRY  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur les conditions d'utilisation des moyens destines a la reconstruction de la Guadeloupe apres le cyclone HUGO
1690,tendant a creer une procedure de recours administratif contre les decisions des architectes des Batiments de France
1691,et plusieurs de ses collègues  tendant a creer une possibilite de recours a l'egard des decisions des architectes des batiments de France
1692,oposition de loi de M. Michel DREYFUS-SCHMIDT  et plusieurs de ses collègues  tendant a ouvrir de nouvelles possibilites de recours aux victimes de certains accidents du travail
1693,et plusieurs de ses collègues  relative au recours en revision devant le Conseil d'Etat
1694,relative au recours en revision devant le Conseil d'Etat
1695,et plusieurs de ses collègues  relative au recouvrement des creances publiques
1696,
1697,tendant a instituer une redevance de protection civile sur les peages acquittes par les usagers des autoroutes
1698,
1699,tendant a etendre le benefice des reductions accordees aux familles nombreuses sur les tarifs de la Societe nationale des chemins de fer francais
1700,TENDANT A REDUIRE L'UTILISATION DE PRATIQUES FRAUDULEUSES LORS DE CONSULTATIONS ELECTORALES
1701,tendant a modifier l'article 1617 du code general des impots afin de reduire le taux de la taxe sur les betteraves
1702,tendant a limiter l'utilisation de la procedure du refere en matiere de presse
1703,"TENDANT A MODIFIER LES ARTICLES 10,11 ET 72 DE LA CONSTITUTION AFIN D'INSTITUER LE REFERENDUM D'INITIATIVE POPULAIRE"
1704,TENDANT A MODIFIER LES ARTICLES 11 ET 72 DE LA CONSTITUTION AFIN D'INSTITUER LE REFERENDUM D'INITIATIVE POPULAIRE
1705,et plusieurs de ses collègues  tendant a instituer un referendum d'initiative populaire
1706,tendant a reformer la loi d'orientation du commerce et de l'artisanat du 27 decembre 1973
1707,
1708,oposition de loi de M. Charles PASQUA  et plusieurs de ses collègues  tendant a reformer le droit de la nationalite
1709,oi de M. François MASSOT  tendant a modifier l'article 18 de la loi no 91-650 du 9 juillet 1991 portant reforme des procedures civiles d'execution
1710,
1711,déposée en application de l'article 151-1 du Reglement sur les propositions de reglements communautaires relatifs a la reforme de la politique commune de la peche (COM (92) 387 final et COM (92) 392 final) (nos E-25 et E-26)
1712,"ojet de loi constitutionnelle  portant revision des articles 61, 62 et 63 de la Constitution et instituant un controle de constitutionnalite des lois par voie d'exception"
1713,
1714,TENDANT A REFORMER LE CODE DE LA NATIONALITE
1715,et plusieurs de ses collègues  tendant a reformer le code de la nationalite
1716,modifiant l'article 6 de la loi du 31 decembre 1987 portant reforme du contentieux administratif
1717,i  portant reforme du regime petrolier
1718, portant reforme hospitaliere
1719,
1720,
1721,TENDANT A ABROGER UNE DISPOSITION DE LA LOI NO 75-1331 DU 31 DECEMBRE 1975 MODIFIEE PORTANT REFORME DU REGIME ADMINISTRATIF DE LA VILLE DE PARIS
1722,TENDANT A MODIFIER LA LOI NO 64-706 DU 10 JUILLET 1964 ORGANISANT UN REGIME DE GARANTIE CONTRE LES CALAMITES AGRICOLES
1723,RELATIVE AU REGIME LOCAL DE PROTECTION SOCIALE D'ALSACE-MOSELLE
1724,ifiant le regime du travail dans les ports maritimes
1725,et plusieurs de ses collègues  tendant a modifier et completer la loi organique no 76-97 du 31 janvier 1976 sur le vote des Francais etablis hors de France pour l'election du President de la Republique
1726,
1727,tendant a accorder aux personnes employant du personnel a des taches familiales ou menageres un abattement pour le calcul de l'impot sur le rvenu des personnes physiques
1728,TENDANT A L'HARMONISATION DU REGIME FISCAL DES COUPLES MARIES ET DES COUPLES EN ETAT DE CONCUBINAGE
1729,tendant a etendre aux cotisations versees aux partis politiques le regime fiscal prevu pour les cotisations versees aux organisations syndicales representatives
1730,TENDANT A ASSURER DES AVANTAGES FISCAUX EGAUX A TOUTES LES CATEGORIES DE TRAVAILLEURS CHERCHANT A SE CONSTITUER UNE RETRAITE COMPLEMENTAIRE
1731,TENDANT A MODIFIER LE REGIME FISCAL D'EVALUATION DES STOCKS DE VINS ET EAUX-DE-VIE A APPELLATION D'ORIGINE CONTROLEE
1732,TENDANT A RETABLIR EN FRANCE METROPOLITAINE UN REGIME HORAIRE CONFORME AUX EXIGENCES DE LA SITUATION GEOGRAPHIQUE DE NOTRE PAYS
1733,tendant a integrer le regime juridique des carrieres au code minier
1734,tendant a l'abrogation de l'article 5 de la loi no 91-1406 du 31 decembre 1991 relatif au regime local d'assurance maladie
1735,"tendant a institutionnaliser le regime local de securite sociale applicable dans les departements du Haut-Rhin, du Bas-Rhin et de la Moselle, a fixer un plafond pour le taux des cotisations supplementaires obligatoires et a instaurer un regime complementaire facultatif"
1736,tendant a l'harmonisation des regimes de base obligatoires legaux de la securite sociale
1737,TENDANT A ASSURER LE REGLEMENT DE LA DETTE RUSSE
1738,de résolution de M. Pierre MÉHAIGNERIE  et plusieurs de ses collègues  TENDANT A COMPLETER L'ARTICLE 81 DU REGLEMENT AFIN D'INSERER DANS CHAQUE RAPPORT DE PROPOSITION OU DE PROJET DE LOI UNE ANNEXE DECRIVANT LA LEGISLATION EN VIGUEUR DANS LES AUTRES PAYS DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE SUR LE SUJET TRAITE
1739,tendant a modifier le premier alinea de l'article 139 du Reglement de l'Assemblee nationale relatif aux questions ecrites
1740,"de résolution de M. Laurent FABIUS  et plusieurs de ses collègues  tendant a modifier les articles 43, 83, 91, 103 a 107 et 146 du Reglement de l'Assemblee nationale"
1741,  PORTANT REGLEMENT DEFINITIF DU BUDGET DE 1986
1742, portant reglement definitif du budget de 1989
1743,  portant reglement definitif du budget de 1990
1744,
1745,et plusieurs de ses collègues  TENDANT A RENFORCER LA RESPONSABILITE DES PERSONNES MORALES ET DE LEURS DIRIGEANTS EN CAS DE REGLEMENT JUDICIAIRE
1746,et plusieurs de ses collègues  instituant un reglement municipal d'aide sociale
1747,TENDANT A MODIFIER LES ARTICLES 29 ET 36 DU REGLEMENT DE L'ASSEMBLEE NATIONALE SUR LES COMPETENCES DES COMMISSIONS PERMANENTES
1748,TENDANT AU REGROUPEMENT DES DATES DES ELECTIONS LOCALES TOUS LES TROIS ANS
1749,reformant le regroupement familial
1750,tendant a reformer le regroupement familial
1751,tendant a organiser les conditions permettant le regroupement familial en France
1752,visant a modifier les conditions d'octroi du benefice du regroupement familial en France
1753,"tendant a permettre la reinsertion professionnelle, dans la vie civile, des militaires admis d'office ou sur leur demande a la position statutaire de retraite, avant l'age fixe par la loi pour beneficier de la pension de vieillesse du regime general de la securite sociale"
1754,et plusieurs de ses collègues  tendant a la reintegration des syndicalistes licencies
1755,tendant a la reintegration des syndicalistes licencies
1756,tendant a proposer des mesures pour relancer la construction et accroitre l'offre de logements
1757,ojet de loi  relatif au depot legal
1758,relative a la protection des salles de cinema
1759,et plusieurs de ses collègues  relative au conseiller du salarie
1760,relative aux droits de l'enfant et aux devoirs de la societe a son egard
1761,TENDANT A GARANTIR LE RELOGEMENT DES SALARIES CONTRAINTS DE QUITTER L'EMPLOI AU TITRE DUQUEL ILS BENEFICIAIENT D'UN LOGEMENT FOURNI PAR L'EMPLOYEUR
1762,TENDANT A ASSURER AUX COMMUNES LE REMBOURSEMENT DES EXONERATIONS TRENTENAIRES
1763,et plusieurs de ses collègues  visant a accorder aux collectivites territoriales le remboursement de la TVA sur leurs depenses de fonctionnement
1764,tendant a modifier les conditions de remboursement du report en arriere des deficits
1765,TENDANT A REMPLACER LES DENOMINATIONS CONSEIL GENERAL ET CONSEILLER GENERAL PAR CONSEIL DEPARTEMENTAL ET CONSEILLER DEPARTEMENTAL
1766," TENDANT A SUBSTITUER AUX APPELLATIONS DE """"CONSEIL GENERAL"""" ET DE """"CONSEILLER GENERAL"""" LES APPELLATIONS DE """"CONSEIL DEPARTEMENTAL"""" ET DE """"CONSEILLER DEPARTEMENTAL"""""""
1767,"TENDANT A SIMPLIFIER, AMELIORER ET ASSAINIR LES CONDITIONS DE REMUNERATION DES MEMBRES DE CABINET MINISTERIEL"
1768,tendant a la renegociation des prets consentis aux communes touristiques de moyenne montagne
1769,tendant a modifier la loi du 31 decembre 1913 sur les monuments historiques et a renforcer la protection du patrimoine mobilier
1770,et plusieurs de ses collègues  relative a l'amenagement des navires pour renforcer la prevention en matiere de pollution
1771,relative a l'amenagement des navires pour renforcer la prevention en matiere de pollution
1772,tendant a completer le code de l'expropriation afin de renforcer le dispositif de protection du patrimoine historique et artistique national
1773,relative a la reorganisation de La Reunion
1774,tendant a la reconnaissance d'un droit a reparation au profit des victimes de guerre beneficiant du titre de personne transferee en pays ennemi
1775,TENDANT A PREVOIR LA REPARATION DES DOMMAGES CORPORELS RESULTANT DE L'ASSISTANCE PORTEE A UNE PERSONNE EN PERIL
1776,tendant a l'indemnisation des dommages lies a la perfusion de produits sanguins
1777,TENDANT A LA JUSTE REPARATION DES PREJUDICES SUBIS PAR LES VICTIMES DE MESURES ARBITRAIRES OU DE VIOLENCES EN RAISON DE LEUR ACTION OU DE LEURS OPINIONS ANTICOLONIALISTES
1778, a la repartition de l'indemnite versee par la Republique du Zaire en application de l'accord du 22 janvier 1988
1779,"et plusieurs de ses collègues  tendant a completer l'article 13 de la loi no 83-663 du 22 juillet 1983 relative a la repartition de competences entre les communes, les departements, les regions et l'Etat"
1780,TENDANT A MODIFIER LES ARTICLES L. 5 BIS ET L. 32 DU CODE DU SERVICE NATIONAL RELATIFS AUX REPORTS D'INCORPORATION ET AUX DISPENSES DES OBLIGATIONS DU SERVICE NATIONAL ACTIF
1781,tendant a moderniser les dispositions du code du travail relatives au repos hebdomadaire
1782,et plusieurs de ses collègues  tendant a moderniser les dispositions du code du travail relatives au repos hebdomadaire
1783,TENDANT A ASSURER LE REPOS HEBDOMADAIRE DU DIMANCHE
1784,de loi organique de M. Etienne DAILLY  et plusieurs de ses collègues  tendant a modifier l'article L.O. 148 du code electoral
1785,
1786,TENDANT A MODIFIER LA LOI NO 82-1061 DU 17 DECEMBRE 1982 EN VUE D'ASSURER LA REPRESENTATION DES RETRAITES DANS LES CONSEILS D'ADMINISTRATION DES ORGANISMES DE SECURITE SOCIALE
1787,et plusieurs de ses collègues  TENDANT A ASSURER LA REPRESENTATION DES RETRAITES AU CONSEIL ECONOMIQUE ET SOCIAL ET DANS LES COMITES ECONOMIQUES ET SOCIAUX REGIONAUX
1788,TENDANT A ASSURER LA REPRESENTATION DES RETRAITES AU CONSEIL ECONOMIQUE ET SOCIAL
1789,RELATIVE A LA REPRESENTATION DES RETRAITES AU CONSEIL ECONOMIQUE ET SOCIAL
1790,
1791,tendant a creer dix sieges au Conseil economique et social et attribues aux retraites
1792,
1793,relative a la representation des retraites et preretraites au Conseil economique et social
1794,
1795,tendant a assurer comme critere obligatoire de validite pour toutes conventions et accords collectifs de travail la representation majoritaire des salaries
1796,TENDANT A RENFORCER LA REPRESSION DE L'EXERCICE DES COMMERCES NON AUTORISES DANS L'ENCEINTE DU CHEMIN DE FER ET SES DEPENDANCES
1797,relative a la recherche et a la constatation des infractions en matiere de repression des fraudes sur le territoire de la Polynesie francaise
1798,TENDANT A RENFORCER LA REPRESSION DES VENTES ILLICITES DE MARCHANDISES
1799,
1800,TENDANT A COMPLETER L'ARTICLE 332 DU CODE PENAL RELATIF AU VIOL
1801,relative aux modalites de reprise d'un logement loue par le conjoint survivant
1802,"en application de l'article 151-1 du reglement, sur la proposition de directive du Conseil relative a l'application a la telephonie vocale des principes de la fourniture d'un reseau ouvert (O.N.P.) (COM (92) 247 final) (no E-31)"
1803,i  relatif a l'installation de reseaux de distribution par cable de services de radiodiffusion sonore et de television
1804,tendant a instituer la reserve de propriete au profit du vendeur
1805,TENDANT A PERMETTRE AUX CHOMEURS DE LONGUE DUREE DE REDUIRE LE DELAI DE PREAVIS DE RESILIATION DU BAIL
1806,tendant a modifier l'article 36 du Reglement de l'Assemblee nationale
1807,ine BOUTIN  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur les procedes nouveaux permettant l'avortement et les moyens mis en oeuvre par les pouvoirs publics pour en autoriser et en controler l'utilisation
1808,de résolution de M. Charles MILLON  et plusieurs de ses collègues  tendant a modifier le Reglement de l'Assemblee nationale pour l'application de l'article 88-4 de la Constitution
1809,tendant a modifier le Reglement de l'Assemblee nationale pour l'application de l'article 88-4 de la Constitution
1810,tendant a modifier le Reglement de l'Assemblee nationale concernant les resolutions sur les propositions d'actes communautaires
1811,tendant a modifier le Reglement de l'Assemblee nationale pour l'examen des projets d'actes communautaires
1812,portant revision de l'article 88-4 de la Constitution
1813,tendant a modifier le Reglement de l'Assemblee nationale en vue de l'application de l'article 88-4 de la Constitution
1814,tendant a preciser le respect de la laicite dans les etablissements scolaires et a modifier le deuxieme alinea de l'article 10 de la loi no 89-486 du 10 juillet 1989 d'orientation sur l'education
1815,portant revison de l'article 55 de la Constitution afin d'assurer le respect de la souverainete de la France
1816,tendant a assurer le respect de l'integrite de la personne
1817,TENDANT A ASSURER LE RESPECT DU RAPPORT CONSTANT
1818,et plusieurs de ses collègues  TENDANT A ASSURER LE RESPECT DU RAPPORT CONSTANT
1819, modifiant la loi no 68-943 du 30 octobre 1968 relative a la responsabilite civile dans le domaine de l'energie nucleaire
1820,"TENDANT A DEGAGER, EN L'ABSENCE DE FAUTE, LA RESPONSABILITE PERSONNELLE DES MAGISTRATS MUNICIPAUX"
1821,relative a la limitation de responsabilite du proprietaire de navire
1822,TENDANT A RENFORCER LA RESPONSABILITE DES PERSONNES MORALES ET DE LEURS DIRIGEANTS EN CAS DE REGLEMENT JUDICIAIRE
1823,relative a la responsabilite medicale et a l'assistance aux victimes d'un accident therapeutique
1824,portant sur la mise en cause de la responsabilite penale des membres du Gouvernement dans l'exercice de leurs fonctions
1825,portant application du titre IX bis de la Constitution du 4 octobre 1958 relatif a la mise en cause de la responsabilite penale des membres du Gouvernement dans l'exercice de leurs fonctions
1826,tendant a renforcer la perequation nationale des ressources des collectivites locales
1827,tendant a ameliorer les ressources des familles ayant un enfant age handicape a charge
1828,relative a l'amelioration des ressources des personnes handicapees
1829,sur les ressources et l'emploi des handicapes
1830,
1831,TENDANT A RETABLIR LE MERITE SOCIAL
1832,et plusieurs de ses collègues  RELATIVE AU RETABLISSEMENT DE LA PEINE DE MORT POUR LES CRIMES LES PLUS ODIEUX AINSI QUE POUR LA PROTECTION DES FONCTIONNAIRES DE SECURITE ET DE JUSTICE
1833,TENDANT A RETABLIR LA PEINE DE MORT POUR CERTAINS CRIMES
1834,TENDANT A RETABLIR LA PEINE DE MORT DANS TROIS CAS DETERMINES
1835,TENDANT A INSTAURER QUATRE CAS D'EXCEPTION A LA LOI DU 9 OCTOBRE 1981 ABOLISSANT LA PEINE DE MORT
1836,TENDANT AU RETABLISSEMENT DE LA PEINE DE MORT
1837,TENDANT AU RETABLISSEMENT DE LA PEINE DE MORT DANS UN CERTAIN NOMBRE DE CAS ABSOLUMENT ODIEUX
1838,et plusieurs de ses collègues  relative au retablissement de la peine de mort pour les crimes commis contre les mineurs
1839,
1840,tendant a retablir la peine de mort pour certains crimes
1841,
1842,"et plusieurs de ses collègues TENDANT A RETABLIR LE""MERITE COMBATTANT"""
1843,avorisant le retour a l'emploi et la lutte contre l'exclusion professionnelle
1844,et plusieurs de ses collègues  RELATIVE A LA RETRAITE A CINQUANTE ANS DES MARINS
1845,tendant a faire beneficier les anciens combattants ayant servi en Afrique-du-Nord du droit a la retraite anticipee a 55 ans
1846,TENDANT A PRENDRE EN COMPTE LA DUREE DU SEJOUR EN AFRIQUE DU NORD DE 1952 A 1962 DES ANCIENS COMBATTANTS POUR UNE RETRAITE ANTICIPEE
1847,"TENDANT A PERMETTRE LE DEPART A LA RETRAITE ANTICIPEE A L'AGE DE 55 ANS AUX ANCIENS COMBATTANTS D'ALGERIE, DE TUNISIE ET DU MAROC, DEMANDEURS D'EMPLOI EN FIN DE DROITS OU PENSIONNES A UN TAUX EGAL OU SUPERIEUR A 60 %"
1848,TENDANT A PRENDRE EN COMPTE POUR L'OCTROI D'UNE RETRAITE ANTICIPEE LA DUREE DU SEJOUR EFFECTUE AU TITRE DU SERVICE MILITAIRE EN AFRIQUE DU NORD ENTRE LE 1ER JANVIER 1952 ET LE 2 JUILLET 1962
1849,et plusieurs de ses collègues  TENDANT A PRENDRE EN COMPTE LA DUREE DU SEJOUR EN AFRIQUE-DU-NORD DE 1952 A 1962 DES ANCIENS COMBATTANTS POUR UNE RETRAITE ANTICIPEE
1850,"TENDANT A PERMETTRE LE DEPART A LA RETRAITE, DES L'AGE DE 55 ANS, DES ANCIENS COMBATTANTS AYANT SERVI EN AFRIQUE DU NORD PENDANT LA PERIODE S'ETENDANT DU 1ER JANVIER 1952 AU 2 JUILLET 1962, QUI SONT DEMANDEURS D'EMPLOI, EN FIN DE DROITS OU PENSIONNES A TAUX EGAL OU SUPERIEUR A 60 %"
1851,"et plusieurs de ses collègues  TENDANT A PRENDRE EN COMPTE LA DUREE DU SEJOUR EN AFRIQUE-DU-NORD, DE 1952 A 1962, DES ANCIENS COMBATTANTS POUR UNE RETRAITE ANTICIPEE"
1852,"TENDANT A PERMETTRE LE DEPART A LA RETRAITE ANTICIPEE POUR LES ANCIENS COMBATTANTS EN AFRIQUE-DU-NORD, DE 1952 A 1962, DEMANDEURS D'EMPLOI EN FIN DE DROITS, DES L'AGE DE 55 ANS"
1853,"TENDANT A ACCORDER AUX ANCIENS COMBATTANTS AYANT SERVI EN AFRIQUE-DU-NORD DE 1952 A 1962, LE BENEFICE DE LA RETRAITE ANTICIPEE"
1854,et plusieurs de ses collègues  tendant a accorder aux anciens combattants ayant servi en Afrique-du-Nord le benefice d'une retraite anticipee
1855, M. Claude PROUVOYEUR  et plusieurs de ses collègues  tendant a accorder le benefice d'une retraite anticipee aux anciens combattants d'Afrique du Nord
1856,tendant a prendre en compte pour l'octroi d'une retraite anticipee la duree du sejour effectue au titre du service militaire en Afrique-du-Nord entre le 1er janvier 1952 et le 2 juillet 1962
1857,et plusieurs de ses collègues  PORTANT EXTENSION AUX BENEFICIAIRES DES LOIS NO 50-1027 DU 22 AOUT 1950 ET NO 51-538 DU 14 MAI 1951 DE L'ENSEMBLE DES DISPOSITIONS DE LA LOI NO 73-1051 DU 21 NOVEMBRE 1973 PERMETTANT AUX ANCIENS COMBATTANTS ET AUX ANCIENS PRISONNIERS DE GUERRE DE BENEFICIER ENTRE SOIXANTE ET SOIXANTE-CINQ ANS D'UNE PENSION DE RETRAITE CALCULEE SUR LE TAUX APPLICABLE A L'AGE DE SOIXANTE-CINQ ANS ET TENDANT A LA CREATION D'UNE COMMISSION D'ETUDE SUR LA PATHOLOGIE DE LA DEPORTATION DU TRAVAIL
1858,tendant a accorder une retraite anticipee a taux plein a 55 ans aux anciens combattants demandeurs d'emploi en fin de droits
1859,tendant a assouplir les criteres d'acces a la retraite au benefice des anciens combattants ayant servi en Afrique-du-Nord entre le 1er janvier 1952 et le 2 juillet 1962
1860,et plusieurs de ses collègues  sur la retraite des stagiaires de la formation professionnelle qui sont anciens combattants d'Afrique du Nord
1861,"et plusieurs de ses collègues  tendant a permettre le depart a la retraite anticipee a l'age de 55 ans aux anciens combattants d'Algerie, de Tunisie et du Maroc, demandeurs d'emploi en fin de droits ou pensionnes a un taux egal ou superieur a 60 %"
