,Title,Name,content,
1513,pouvoirs du Conseil Constitutionnel,,,
1514,POUVOIRS DU PARLEMENT,Fabien THIEME,"TENDANT A MODIFIER L'ORDONNANCE NO 59-2 DU 2 JANVIER 1959 EN VUE DE DEMOCRATISER LA PREPARATION, LA DISCUSSION ET LE CONTROLE DE L'EXECUTION DES LOIS DE FINANCES ET D'ACCROITRE LES POUVOIRS DU PARLEMENT",
1515,POUVOIRS DU PARLEMENT,Robert VIZET,"et plusieurs de ses collègues  TENDANT A MODIFIER L'ORDONNANCE NO 59-2 DU 2 JANVIER 1959 EN VUE DE DEMOCRATISER LA PREPARATION, LA DISCUSSION ET LE CONTROLE DE L'EXECUTION DES LOIS DE FINANCES ET D'ACCROITRE LES POUVOIRS DU PARLEMENT",
1516,PRATIQUE REFERENDAIRE,Georges LOMBARD,TENDANT A AMELIORER LA PRATIQUE REFERENDAIRE,
1517,prejudices en raison d'opinions colonialistes,Robert PAGÈS,et plusieurs de ses collègues  tendant a la juste reparation des prejudices subis par les victimes de mesures arbitraires ou de violences en raison de leur action ou de leurs opinions anticolonialistes,
1518,PREJUDICES SUBIS PAR DES ANTICOLONIALISTES,Robert PAGÈS,et plusieurs de ses collègues  TENDANT A LA JUSTE REPARATION DES PREJUDICES SUBIS PAR LES VICTIMES DE MESURES ARBITRAIRES OU DE VIOLENCES EN RAISON DE LEUR ACTION OU DE LEURS OPINIONS ANTICOLONIALISTES,
1519,PRELEVEMENT SUR LES REVENUS AU PROFIT DE LA SECU,Alain Richard,loi  RELATIF AU PRELEVEMENT SUR CERTAINS REVENUS AU PROFIT DE LA SECURITE SOCIALE ET A L'AUGMENTATION DE LA RETENUE POUR PENSION DES FONCTIONNAIRES,
1520,PRESENTATION DES HANDICAPES A DES SPECTATEURS,Henri DE GASTINES,TENDANT A COMPLETER LE CODE PENAL AFIN D'INTERDIRE LA PRESENTATION DE PERSONNES HANDICAPEES A DES SPECTATEURS,
1521,preservation des paysages ruraux,Hubert HAENEL,et plusieurs de ses collègues  visant a reconnaitre d'interet general la preservation des paysages ruraux,
1522,PRESIDENCE COMMUNE A2 ET FR3,"Bernard Schreiner, Adrien Gouteyron",DIFIANT LA LOI No 86-1067 DU 30 SEPTEMBRE 1986 RELATIVE A LA LIBERTE DE COMMUNICATION,
1523,PRESIDENTS D'ASSEMBLEES LOCALES,Bruno BOURG-BROC,RELATIVE A LA MISE EN CAUSE PENALE DES PRESIDENTS DE CONSEILS REGIONAUX ET DES PRESIDENTS DE CONSEILS GENERAUX ET MODIFIANT L'ARTICLE 681 DU CODE DE PROCEDURE PENALE,
1524,presomption d'innocence,Jacques TOUBON,relative a la protection de la presomption d'innocence et aux conditions de la mise en accusation en matiere penale,
1525,PRESTATAIRES D'UN CONTRAT AGRICOLE,Pierre RAYNAL,"TENDANT A MODIFIER L'ARTICLE 20 DE LA LOI NO 62-933 DU 8 AOUT 1962 COMPLEMENTAIRE A LA LOI D'ORIENTATION AGRICOLE, AFIN DE PERMETTRE AUX PRESTATAIRES D'UN CONTRAT D'ENTRAIDE AGRICOLE DE SE PREVALOIR DANS CERTAINES CONDITIONS, DES REGLES DE LA RESPONSABILITE QUASI-DELICTUELLE",
1526,prestation compensatoire,Pierre-André WILTZER,relative a l'assouplissement des conditions de versement de la prestation compensatoire definie a l'article 273 du code civil,
1527,prestations complementaires d'aide sociale,Jean Louis MASSON,"tendant a autoriser les collectivites locales a subordonner leurs prestations complementaires d'aide sociale a des criteres de nationalite, de residence ou de ressources",
1528,PRESTATIONS D'AIDE SOCIALE,Claude BIRRAUX,TENDANT A PRENDRE EN COMPTE LES RESSOURCES DU CONCUBIN NOTOIRE POUR L'ATTRIBUTION DES PRESTATIONS D'AIDE SOCIALE,
1529,prestations familiales,"Guy Robert, Robert Le Foll",i  modifiant le code de la securite sociale et relatif aux prestations familiales et aux aides a l'emploi pour la garde des jeunes enfants,
1530,prestations familiales et les etrangers,Charles EHRMANN,tendant a limiter aux deux premiers enfants a charge le versement des prestations familiales aux ressortissants d'un Etat non membre de la Communaute economique europeenne,
1531,PRETS POUR CONSTRUCTION DE MAISONS INDIVIDUELLES,Alain MOYNE-BRESSAND,"RELATIVE A L'OBLIGATION POUR LES ORGANISMES PRETEURS DE VERIFIER, A LA MISE EN PLACE DES PRETS OU A LA LIBERATION DES FONDS, LA CONFORMITE A LA LEGISLATION EN VIGUEUR DU CONTRAT DE CONSTRUCTION DE MAISONS INDIVIDUELLES",
1532,prevention contre la drogue a l'ecole,Rudy SALLES,relative a l'insertion dans les programmes scolaires des ecoles primaires de la prevention contre la drogue,
1533,PREVENTION DE LA PAUVRETE,Roger GOUHIER,TENDANT A PRENDRE DES MESURES FISCALES EN FAVEUR DE LA PREVENTION DE LA PAUVRETE,
1534,prevention des dangers du tabac,Jacques RIMBAULT,tendant a developper la prevention des dangers dus a l'usage du tabac par la maitrise publique de la production et de la commercialisation des produits tabacoles,
1535,prevention des fraudes au mariage,Jacques MASDEU-ARUS,tendant a prevenir les fraudes au mariage,
1536,prevention des fraudes au mariage,Patrick BALKANY,tendant a octroyer aux officiers d'etat-civil les moyens de prevenir les fraudes au mariage,
1537,prevention des incendies de foret,Léon VACHET,tendant a la prevention des incendies de foret,
1538,PREVENTION DES INCENDIES DE FORETS,Christian ESTROSI,TENDANT A FAVORISER LA PREVENTION DES INCENDIES DE FORETS PAR UNE DEDUCTION DU REVENU IMPOSABLE DES FRAIS DE DEBROUSSAILLEMENT,
1539,prevention des incendies de forets,Yann PIAT,tendant a encourager la prevention des incendies en deduisant des impots les frais relatifs au debroussaillement,
1540,prevention des risques majeurs,Charles DE CUTTOLI,"et plusieurs de ses collègues  completant la loi no 87-565 du 22 juillet 1987 relative a l'organisation de la securite civile, a la protection de la foret contre l'incendie et la prevention des risques majeurs",
1541,primaute des traites internationaux sur les lois,Pierre MAZEAUD,portant revision de l'article 55 de la Constitution et tendant a limiter la primaute des traites internationaux sur les lois,
1542,primes d'interessement aux fonctionnaires,Claude BARATE,tendant a permettre l'attribution eventuelle de primes d'interessement aux fonctionnaires et agents de l'Etat et des collectivites territoriales,
1543,principe de non-patrimonialite du corps humain,Jacques TOUBON,tendant a assortir de sanctions penales les atteintes au principe de non-patrimonialite du corps humain,
1544,prise en consideration du vote blanc,Georges COLOMBIER,tendant a completer le code electoral en vue de la prise en consideration du vote blanc,
1545,prise en consideration du vote blanc,M. Édouard LEJEUNE,tendant a completer le code electoral en vue de la prise en consideration du vote blanc,
1546,prise en consideration du vote blanc,Henri COLLETTE,tendant a completer le code electoral en vue de la prise en consideration du vote blanc,
1547,PRISONNIERS CIVILS DETENUS PAR LE VIET-MINH,Pierre MAUGER,"TENDANT A LA RECONNAISSANCE DU STATUT D'INTERNE POLITIQUE AUX PRISONNIERS CIVILS DE LA PROVINCE DE NGHE-AN, DETENUS PAR LE VIET-MINH ENTRE 1946 ET 1954",
1548,PRISONNIERS DES CAMPS VIET-MINH,Raymond POIRIER,et plusieurs de ses collègues  TENDANT A ACCORDER AUX PRISONNIERS DES CAMPS VIET-MINH LE STATUT DE DEPORTE ET INTERNE,
1549,PRIVATISATIONS,"Jean Le Garrec, André Fosset",MODIFIANT LA LOI DU 6 AOUT 1986 RELATIVE AUX MODALITES D'APPLICATION DES PRIVATISATIONS,
1550,privatiser la SEITA,Pierre LAFFITTE,et plusieurs de ses collègues  tendant a privatiser la Societe nationale d'exploitation industrielle des tabacs et allumettes,
1551,privileges de creance,François ROCHEBLOINE,supprimant le privilege du tresor et des organismes de securite sociale en cas de redressement judiciaire des entreprises,
1552,procedure civile,Charles LEDERMAN,et plusieurs de ses collègues  portant diverses dispositions en matiere de procedure civile,
1553,procedure civile,Gilbert MILLET,portant diverses dispositions en matiere de procedure civile,
1554,PROCEDURE DU VOTE PAR PROCURATION,André BOHL,TENDANT A ASSOUPLIR LA PROCEDURE DU VOTE PAR PROCURATION,
1555,procedure penale,"Michel Pezet, Jean-Marie Girault",ant reforme de la procedure penale,
1556,procedures applicables aux collectivites territoriales,Christian BONNET,tendant a alleger certaines procedures applicables aux collectivites territoriales,
1557,procedures civiles d'execution,"Nicole Catala, Jacques Thyraud",ortant reforme des procedures civiles d'execution,
1558,procedures de marches,"Bernard Laurent, Michel Suchod",ojet de loi  tendant a ameliorer la transparence et la regularite des procedures de marches et soumettant la passation de certains contrats a des regles de publicite et de mise en concurrence,
1559,PROCEDURES D'EXPROPRIATION,René COUANAU,RELATIVE AUX PROCEDURES D'EXPROPRIATION ET A L'INDEMNISATION DES PERSONNES EXPROPRIEES,
1560,PROCREATION HUMAINE MEDICALEMENT ASSISTEE,Franck SÉRUSCLAT,et plusieurs de ses collègues  RELATIVE A LA PROCREATION HUMAINE MEDICALEMENT ASSISTEE,
1561,produits antiparasites agricoles,"Jean Huchon, Alain Brune","i  relatif a la distribution et a l'application par des prestataires de services, des produits antiparasitaires a usage agricole et des produits assimiles",
1562,PRODUITS COSMETIQUES,José Balarello,MODIFIANT CERTAINES DISPOSITIONS DU LIVRE V DU CODE DE LA SANTE PUBLIQUE RELATIVES AUX PRODUITS COSMETIQUES,
1563,produits derives du plasma,Ladislas PONIATOWSKI,tendant a autoriser les etablissements pharmaceutiques publics ou prives a preparer les produits derives du plasma et tendant a favoriser une adaptation de la pratique des dons du plasma,
1564,produits soumis a des restrictions de circulation,"Jean-Pierre Marché, René Trégouët", relatif aux produits soumis a certaines restrictions de circulation,
1565,profession d'assistante maternelle,Robert LE FOLL,relative a l'exercice de la profession d'assistante maternelle,
1566,profession de coiffeur,Georges HAGE,relative a l'exercice de la profession de coiffeur,
1567,profession de coiffeur,Gilbert LE BRIS,relative a l'exercice de la profession de coiffeur,
1568,profession de medecin,Gilbert MILLET,relative a l'organisation de la profession de medecin,
1569,profession d'opticien lunetier,Daniel COLIN,"tendant a modifier et a completer l'article L. 506 du Code de la Sante Publique a l'effet de permettre aux Francais qui en Algerie ou en Afrique-du-Nord, ont exerce la profession d'opticien lunetier titulaire, d'exercer cette profession sur le territoire francais",
1570,profession publicitaire,Jean-Marie DAILLET,"relative a la deontologie, la transparence et l'organisation de la profession publicitaire",
1571,professionnels sous contrats de credit-bail,Jacques FARRAN,tendant a ameliorer la protection des professionnels ayant souscrit des contrats de credit-bail ou de location de longue duree,
1572,professions commerciales et artisanales,"Jean-Marie Bockel, Louis Moinard", d'actualisation de dispositions relatives a l'exercice des professions commerciales et artisanales,
1573,professions commerciales et artisanales,Marc LAURIOL,et plusieurs de ses collègues  tendant a modifier l'article 9 de la loi no 90-1260 du 31 decembre 1990 d'actualisation de dispositions relatives a l'exercice des professions commerciales et artisanales,
1574,professions de sante,,relatif aux professions de sante,
1575,PROFESSIONS JUDICIAIRES,"Pascal Clément, Michel Rufin",ojet de loi  MODIFIANT LA LOI NO 71-1130 DU 31 DECEMBRE 1971 MODIFIEE PORTANT REFORME DE CERTAINES PROFESSIONS JUDICIAIRES ET JURIDIQUES,
1576,professions judiciaires et juridiques,"Philippe Marchand, Luc Dejoie, Michel Pezet",oi  portant reforme de certaines professions judiciaires et juridiques,
1577,professions judiciaires et juridiques,Jean-Jacques HYEST,relative a la reforme de certaines professions judiciaires et juridiques,
1578,professions liberales,"Philippe Marchand, Luc Dejoie, Michel Pezet",oi  relatif a l'exercice sous forme de societes des professions liberales soumises a un statut legislatif ou reglementaire ou dont le titre est protege,
1579,professions liberales au CES,Henri BAYARD,relative a la representation des professions liberales au Conseil economique et social,
1580,professions liberales au CES,Robert GALLEY,relative a la representation des professions liberales au Conseil economique et social,
1581,professions liberales au Conseil economique et social,Michel VOISIN,relative a la representation des professions liberales au Conseil economique et social,
1582,professions paramedicales,,relatif aux professions de sante,
1583,profit dans les operations d'utilisation du sang humain,Gilbert MILLET,tendant a exclure tout profit dans les operations concernant l'utilisation du sang humain et de ses derives,
1584,programmation militaire pour les annees 1992-1994,Jean-Michel Boucheron,rammation relatif a l'equipement militaire et aux effectifs de la defense pour les annees 1992-1994,
1585,PROGRAMMATION MILITAIRE (1990-1993),"Jean-Michel Boucheron, Jacques Genton",DE PROGRAMMATION RELATIF A L'EQUIPEMENT MILITAIRE POUR LES ANNEES 1990-1993,
1586,proliferation des graffitis en milieu urbain,Louis SOUVET,et plusieurs de ses collègues  relative a la lutte contre la proliferation des graffitis en milieu urbain,
1587,promotion des activites physiques et sportives,Alain NÉRI,tendant a abroger la loi no 87-979 du 7 decembre 1987 modifiant la loi no 84-610 du 16 juillet 1984 relative a l'organisation et a la promotion des activites physiques et sportives,
1588,PROPOSITIONS DU MEDIATEUR,Jean Louis MASSON,TENDANT A INSTITUER UNE DELEGATION PARLEMENTAIRE POUR ETABLIR LE BILAN DES SUITES DONNEES AUX PROPOSITIONS DU MEDIATEUR,
1589,propriete industrielle,"Jacques Thyraud, Jean-Paul Bachy",elatif a la propriete industrielle,
1590,propriete litteraire et artistique,Jean-Luc REITZER,"tendant a modifier la loi no 57-298 du 11 mars 1957 sur la propriete litteraire et artistique et la loi no 85-660 du 3 juillet 1985 relative aux droits d'auteur et aux droits des artistes-interpretes, des producteurs de phonogrammes et de videogrammes et des entreprises de communication audiovisuelle",
1591,prorogeant le delai permettant certaines privatisations,Etienne DAILLY,tendant a proroger le delai prevu a l'article 4 de la loi no 86-793 du 2 juillet 1986 autorisant le gouvernement a prendre diverses mesures d'ordre economique et social,
1592,PROTECTION ANIMALE,Roland NUNGESSER,TENDANT A RENFORCER LA PROTECTION ANIMALE,
1593,protection assuree par les brevets aux medicaments,"Louis MERMAZ, Gaston Rimareix, Jacques Thyraud","oi de M. Louis MERMAZ  et plusieurs de ses collègues  tendant a rendre identique, pour les medicaments et les autres produits, la duree effective de la protection assuree par les brevets",
1594,PROTECTION DE LA FEMME ENCEINTE AU TRAVAIL,Marie-Claude BEAUDEAU,et plusieurs de ses collègues  TENDANT A AMELIORER LA PROTECTION DE LA FEMME ENCEINTE AU TRAVAIL,
1595,PROTECTION DE LA FEMME ENCEINTE AU TRAVAIL,Muguette JACQUAINT,TENDANT A AMELIORER LA PROTECTION DE LA FEMME ENCEINTE AU TRAVAIL,
1596,protection de la foret meridionale,Jacques FARRAN,relative a la protection de la foret meridionale,
1597,PROTECTION DE LA SANTE,"Henri Collard, Bernard Bioulac, Nelly Rodi",i  RELATIF A LA PROTECTION DE LA SANTE DE LA FAMILLE ET DE L'ENFANCE ET ADAPTANT LA LEGISLATION SANITAIRE ET SOCIALE AUX TRANSFERTS DE COMPETENCES EN MATIERE D'AIDE SOCIALE ET DE SANTE,
1598,protection de la vie privee,Jacques TOUBON,tendant a renforcer la protection de la vie privee,
1599,PROTECTION DE L'EMPLOI DES SALARIES,Jean-Claude GAYSSOT,RELATIVE A LA PROTECTION DE L'EMPLOI DES SALARIES VICTIMES D'UN ACCIDENT DE TRAJET,
1600,PROTECTION DE L'ENFANCE,"Hélène Missoffe, Gilberte Marin-Moskovitz",ojet de loi  RELATIF A LA PREVENTION DES MAUVAIS TRAITEMENTS A L'EGARD DES MINEURS ET A LA PROTECTION DE L'ENFANCE,
1601,protection de l'integrite de la personne,Jacques TOUBON,"tendant a determiner les principes ethiques permettant de proteger l'integrite, l'identite et la dignite de la personne",
1602,PROTECTION DE PRODUITS VEGETAUX OU ANIMAUX,Jacques BOYON,TENDANT A PROTEGER CERTAINS PRODUITS VEGETAUX OU ANIMAUX DES CONSEQUENCES DU STOCKAGE ET DU TRAITEMENT DES DECHETS CHIMIQUES OU NUCLEAIRES,
1603,PROTECTION DES ANIMAUX,"Gérard Larcher, François Patriat",DIFIANT ET COMPLETANT CERTAINES DISPOSITIONS DU LIVRE DEUXIEME DU CODE RURAL AINSI QUE CERTAINS ARTICLES DU CODE DE LA SANTE PUBLIQUE,
1604,PROTECTION DES ANIMAUX DOMESTIQUES,Louis MERMAZ,TENDANT A RENFORCER LA PROTECTION DES ANIMAUX DOMESTIQUES ET LA LUTTE CONTRE LEURS MALADIES,
1605,PROTECTION DES CONSOMMATEURS,"Roger Leron, Jean Huchon",i  RELATIF A L'INFORMATION ET A LA PROTECTION DES CONSOMMATEURS AINSI QU'A DIVERSES PRATIQUES COMMERCIALES,
1606,protection des consommateurs,"Alain Brune, Jean-Jacques Robert",rcant la protection des consommateurs,
1607,protection des creations reservees,Jacques GODFRAIN,relative a la protection des creations reservees,
1608,protection des eaux souterraines,Pierre MAUGER,relative a la protection des eaux souterraines,
1609,PROTECTION DES EMPRUNTEURS,Bruno BOURG-BROC,TENDANT A MODIFIER L'ARTICLE 27 DE LA LOI NO 78-22 DU 10 JANVIER 1978 RELATIVE A L'INFORMATION ET A LA PROTECTION DES CONSOMMATEURS DANS LE DOMAINE DE CERTAINES OPERATIONS DE CREDIT,
1610,protection des enfants,"Claude Huriet, Janine Ecochard",i  modifiant le code du travail et relatif aux agences de mannequins et a la protection des enfants,
1611,PROTECTION DES ENFANTS EMPLOYES DANS LA PUBLICITE,Bernard DEBRÉ,TENDANT A COMPLETER L'ARTICLE L. 211-6 DU CODE DU TRAVAIL AFIN D'ASSURER UNE MEILLEURE PROTECTION DES ENFANTS UTILISES PAR LES ENTREPRISES DE PHOTOGRAPHIES PUBLICITAIRES,
1612,PROTECTION DES ENFANTS MINEURS,Monique PAPON,TENDANT A PROTEGER LES ENFANTS MINEURS RELEVANT DES ARTICLES 287-1 ET 375 DU CODE CIVIL CONTRE TOUTE PUBLICATION SOUS QUELQUE FORME QUE CE SOIT CONCERNANT LEUR SITUATION PERSONNELLE OU FAMILIALE,
1613,PROTECTION DES FEMMES VICTIMES DE VIOLENCES,Marie-Claude BEAUDEAU,et plusieurs de ses collègues  TENDANT A LA PROTECTION DES FEMMES VICTIMES DE VIOLENCE OU DE SEVICES DE LA PART DE LEUR CONJOINT,
1614,protection des femmes victimes de violences,Muguette JACQUAINT,tendant a la protection  des femmes victimes de violences,
1615,protection des forets,François LÉOTARD,relative a la protection des forets et aux agences de massif,
1616,protection des libertes d'opinion,François ASENSI,"tendant a proteger les libertes d'opinion philosophique, religieuse, politique ou syndicale contre toute collecte d'informations nominatives informatisees",
1617,protection des logements,Michel GIRAUD,tendant a ameliorer la protection des occupants de bonne foi contre les actes de deterioration des logements,
1618,protection des logiciels,François Colcombet,ant mise en oeuvre de la directive no 91/250/CEE du Conseil des Communautes europeennes en date du 14 mai 1991 concernant la protection juridique des programmes d'ordinateurs et modifiant le code de la propriete intellectuelle,
1619,protection des mineurs et minitel,Christine BOUTIN,relative a la protection des mineurs face aux services telephoniques et telematiques a caractere erotique ou pornographique,
1620,protection des mineurs et telecommunications,Gérard VIGNOBLE,relative a la protection des mineurs au sein des reseaux de telecommunications,
1621,protection des monuments d'interet local,Bernard BOSSON,tendant a proteger les monuments d'interet local,
1622,protection des occupants et acquereurs d'habitations,,"relatif a la protection des occupants et des acquereurs de biens immeubles a usage d'habitation ou a usage professionnel et d'habitation,",
1623,protection du cadre de vie,Michel BARNIER,tendant a ameliorer la protection du cadre de vie,
1624,protection du domicile,Alain JUPPÉ,tendant a ameliorer la protection du domicile,
1625,protection et  mise en valeur des paysages,"Jean-Marie Bockel, Jean-François Le Grand",rotection et la mise en valeur des paysages et modifiant certaines dispositions legislatives en matiere d'enquetes publiques,
1626,PROTECTION ET CONTROLE DES MATIERES NUCLEAIRES,"Jean-Pierre Tizon, Didier Migaud",COMPLETANT LA LOI NO 80-572 DU 25 JUILLET 1980 SUR LA PROTECTION ET LE CONTROLE DES MATIERES NUCLEAIRES ET COMPLETANT LE CODE DE PROCEDURE PENALE,
1627,protection penale des personnes agees,José ROSSI,relative a la protection penale des personnes agees,
1628,PROTECTION SOCIALE,Jean BRIANE,RELATIVE A LA PROTECTION SOCIALE,
1629,PROTECTION SOCIALE A SAINT-PIERRE-ET-MIQUELON,"José Balarello, Gérard Grignon",RELATIVE A LA PROTECTION SOCIALE ET PORTANT DISPOSITIONS DIVERSES RELATIVES A LA COLLECTIVITE TERRITORIALE DE SAINT-PIERRE-ET-MIQUELON ,
1630,protection sociale apres un conge parental,Alain VIDALIES,relative a la protection sociale des assures reprenant le travail a l'issue d'un conge parental,
1631,protection sociale de certains medecins hospitaliers,Georges COLOMBIER,tendant a etendre aux medecins hospitaliers a temps partiel le recul de la limite d'age pour la retraite,
1632,protection sociale des appeles,Pierre-André WILTZER,tendant a conferer la qualite d'assure social aux appeles du contingent et volontaires du service national,
1633,protection sociale des epouses d'ostreiculteurs,Jean DE LIPKOWSKI,tendant a etendre la protection sociale accordee aux epouses des ostreiculteurs et des mytiliculteurs inscrits maritimes relevant de la caisse de retraite des marins,
1634,PROTECTION SOCIALE DES FEMMES VEUVES OU DIVORCEES,Étienne PINTE,"TENDANT A COMPLETER L'ARTICLE 161-15 DU CODE DE LA SECURITE SOCIALE, RELATIVE A LA PROTECTION SOCIALE DES FEMMES VEUVES OU DIVORCEES",
1635,protection sociale des sapeurs-pompiers,Bertrand GALLET,tendant a ameliorer la protection sociale des sapeurs-pompiers non professionnels,
1636,protection sociale des veuves de salaries,Francisque PERRUT,tendant a ameliorer la protection sociale des veuves de salaries,
1637,protection sociale en Alsace-Moselle,Paul SOUFFRIN,et plusieurs de ses collègues  relative au regime local de protection sociale d'Alsace-Moselle,
1638,protegeant certains sous-traitants,Jean-Luc PRÉEL,tendant a proteger les sous-traitants intervenant dans le cadre de contrats conclus par les constructeurs de maisons individuelles,
1639,protocole additionnel a la Charte sociale europeenne,Marie-Noëlle Lienemann,nt l'approbation d'un protocole additionnel a la Charte sociale europeenne,
1640,protocole additionnel a la convention sur la pollution du Rhin,,autorisant l'approbation d'un protocole additionnel a la convention relative a la protection du Rhin contre la pollution par les chlorures signee a Bonn le 3 decembre 1976 (ensemble quatre annexes),
1641,protocole complementaire France-Nigeria,"Jean-Pierre Bayle, Pierre Lagorce","autorisant l'approbation du protocole complementaire a l'accord de cooperation culturelle, educative, scientifique et technique conclu entre le gouvernement de la Republique francaise et le gouvernement militaire federal du Nigeria le 16 mai 1984 relatif au statut des personnels de cooperation : professeurs, enseignants, techniciens et experts mis a disposition de l'autre partie",
1642,protocole d'adhesion de l'Espagne et du Portugal a l'UEO,"Robert Pontillon, Michel Bérégovoy","torisant la ratification d'un protocole d'adhesion du Royaume d'Espagne et de la Republique portugaise au traite de collaboration en matiere economique, sociale et culturelle et de legitime defense collective, signe a Bruxelles le 17 mars 1948, amende par le protocole modifiant et completant le traite de Bruxelles, signe a Paris le 23 octobre 1954, ensemble une annexe",
1643,protocole France-Egypte sur les etudiants,"Louise Moreau, Xavier de Villepin","risant l'approbation du protocole entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique arabe d'Egypte relatif  au regime de protection sociale des etudiants, signe a Paris le 13 avril 1990",
1644,PROTOCOLE SECURITE DANS LES AEROPORTS,"Michel Crucis, Jeanny Lorgeoux","UTORISANT LA RATIFICATION D'UN PROTOCOLE POUR LA REPRESSION DES ACTES ILLICITES DE VIOLENCE DANS LES AEROPORTS SERVANT A L'AVIATION CIVILE INTERNATIONALE, COMPLEMENTAIRE A LA CONVENTION POUR LA REPRESSION D'ACTES ILLICITES DIRIGES CONTRE LA SECURITE DE L'AVIATION CIVILE FAITE A MONTREAL LE 23 SEPTEMBRE 1971",
1645,protocole sur la responsabilite civile pour le nucleaire,"André Bellon, Michel Chauty","autorisant la ratification du protocole portant modification de la convention du 29 juillet 1960 sur la responsabilite civile dans le domaine de l'energie nucleaire, amendee par le protocole additionnel du 28 janvier 1964 et du protocole portant modification de la convention du 31 janvier 1963 complementaire a la convention de Paris du 29 juillet 1960 sur la responsabilite civile dans le domaine de l'energie nucleaire, amendee par le protocole additionnel du 28 janvier 1964",
1646,protocole sur la securite des plates-formes en mer,"Guy Lengagne, André Rouvière",autorisant l'approbation du protocole pour la repression d'actes illicites contre la securite des plates-formes fixes situees sur le plateau continental,
1647,PROTOCOLES AU TRAITE DE COOPERATION FRANCO-ALLEMAND,"Jean-Marie Caro, Jacques Genton",AUTORISANT LA RATIFICATION DE DEUX PROTOCOLES AU TRAITE ENTRE LA REPUBLIQUE FRANCAISE ET LA REPUBLIQUE FEDERALE D'ALLEMAGNE SUR LA COOPERATION FRANCO-ALLEMANDE EN DATE DU 22 JANVIER 1963,
1648,publication des documents administratifs,Louis MERMAZ,relative a la publication des documents administratifs,
1649,publication des sondages d'opinion,Etienne DAILLY,modifiant la loi no 77-808 du 19 juillet 1977 relative a la publication et a la diffusion de certains sondages d'opinion,
1650,publication legale du non-lieu,Louis DE BROISSIA,tendant a rendre obligatoire la publication legale du non-lieu a la demande de l'interesse,
1651,PUBLICATIONS DES COLLECTIVITES TERRITORIALES,Michel DREYFUS-SCHMIDT,et plusieurs de ses collègues  RELATIVE AUX PUBLICATIONS PERIODIQUES DES COLLECTIVITES TERRITORIALES,
1652,publicite avant les elections,Jean-François MANCEL,tendant a abroger l'alinea 2 de l'article L 52-1 du code electoral relatif aux actions de promotion publicitaire des collectivites locales pendant les periodes preelectorales,
1653,publicite des avis du Conseil d'Etat,Pierre MAZEAUD,tendant a organiser la publicite des avis donnes par le Conseil d'Etat sur les projets de loi,
1654,publicite pendant les campagnes electorales,Bernard PONS,tendant a completer l'article L. 52-1 du code electoral afin d'etendre au Gouvernement l'interdiction des campagnes de promotion publicitaire des realisations ou de la gestion d'une collectivite,
1655,PUBLICITE SUBLIMINALE,José BALARELLO,RELATIVE A LA PUBLICITE SUBLIMINALE,
1656,pupilles de la Nation,Pierre MAUGER,"tendant a permettre aux pupilles de la Nation d'etre ressortissants de l'Office national des anciens combattants, sans condition d'age",
1657,pupilles de la Nation,Gilbert MILLET,relative a la modification de la loi du 27 juillet 1917 pour les orphelins de guerre et les pupilles de la Nation,
1658,QUALITE D'AIDE FAMILIAL DU CHEF D'EXPLOITATION,Adrien DURAND,TENDANT A ELARGIR AUX PERSONNES SUR LESQUELLES LE CHEF D'EXPLOITATION OU SON CONJOINT EXERCE OU A EXERCE LA TUTELLE LA QUALITE D'AIDE FAMILIAL POUR L'APPLICATION DU LIVRE VII DU CODE RURAL,
1659,QUALITE DE COMBATTANT,René COUANAU,TENDANT A DONNER VOCATION A LA QUALITE DE COMBATTANT AUX MILITAIRES AYANT PRIS PART A DES OPERATIONS DE GUERRE OU DE MAINTIEN DE L'ORDRE MENEES PAR LA FRANCE SUR LES THEATRES D'OPERATIONS EXTERIEURES,
1660,qualite de combattant,Guy ROBERT,"visant a accorder aux orphelins de guerre et aux pupilles de la Nation, sans condition d'age, la qualite de ressortissant de l'Office national des anciens combattants et des victimes de guerre",
1661,QUALITE DE COMBATTANT AUX ANCIENS D'AFN,Henri DE GASTINES,TENDANT A COMPLETER LA LOI NO 74-1044 DU 9 DECEMBRE 1974 DONNANT VOCATION A LA QUALITE DE COMBATTANT AUX PERSONNES AYANT PARTICIPE AUX OPERATIONS EFFECTUEES EN AFRIQUE DU NORD ENTRE LE 1ER JANVIER 1952 ET LE 2 JUILLET 1962,
1662,quota annuel d'immigration en France,Charles PASQUA,organisant la definition d'un quota annuel d'immigration en France,
1663,QUOTA OBLIGATOIRE D'EMPLOI DES HANDICAPES,Claude BIRRAUX,"TENDANT A INCLURE DANS LE QUOTA OBLIGATOIRE D'EMPLOI DE TRAVAILLEURS HANDICAPES, LES SALARIES DONT LE POSTE DE TRAVAIL A FAIT L'OBJET D'UNE ADAPTATION",
1664,quotas d'immigration en France,Patrick BALKANY,tendant a organiser la definition de quotas d'immigration en France,
1665,quote-part de la France au Fonds monetaire international,"Alain Vivien, René Monory",i  relatif a l'augmentation de la quote-part de la France au Fonds monetaire international et a l'approbation par la France du troisieme amendement aux statuts du Fonds monetaire international,
1666,quotient familial pour l'IRPP,Patrick BALKANY,relative au calcul du quotient familial applicable a l'impot sur le revenu des personnes physiques,
